id_mt,entidad,gizscore,fallecidos,gipvalue,tramo,nombre,latitud,longitud,pr,municipio,departamento,divipola,fecha,anio,mes,dia,nombre_mes
,INVIAS-OTROS,5.067042,20,0.0,CALI - PALMIRA,,3.507193,-76.413909,9,PALMIRA,VALLE DEL CAUCA,76520,2023-09-20,2023,9,20,September
,INVIAS-OTROS,1.771262,5,0.076517,NAN,,3.551248,-76.477194,sd,PALMIRA,VALLE DEL CAUCA,76520,2024-08-30,2024,8,30,August
,INVIAS-OTROS,2.562283,7,0.010399,CALI-DAGUA,,3.451146,-76.539785,sd,CALI,VALLE DEL CAUCA,76001,2023-12-11,2023,12,11,December
,INVIAS-OTROS,1.771262,11,0.076517,CALI-DAGUA,,3.452461,-76.553232,sd,CALI,VALLE DEL CAUCA,76001,2023-10-11,2023,10,11,October
,INVIAS-OTROS,2.454862,1,0.014094,CALI-DAGUA,,3.451813,-76.566716,sd,CALI,VALLE DEL CAUCA,76001,2022-11-14,2022,11,14,November
,INVIAS-OTROS,1.771262,11,0.076517,CALI-DAGUA,,3.45358,-76.571696,sd,CALI,VALLE DEL CAUCA,76001,2023-11-15,2023,11,15,November
,INVIAS-OTROS,2.625762,7,0.008646,CALI-DAGUA,,3.461738,-76.585255,9,CALI,VALLE DEL CAUCA,76001,2023-10-26,2023,10,26,October
,INVIAS-OTROS,1.93442,5,0.053062,CALI-DAGUA,,3.659968,-76.687838,48,DAGUA,VALLE DEL CAUCA,76233,2023-03-18,2023,3,18,March
,INVIAS-OTROS,2.283962,9,0.022374,BUENAVENTURA-CITRONELA,,3.886307,-76.957788,16,BUENAVENTURA,VALLE DEL CAUCA,76109,2023-07-18,2023,7,18,July
,INVIAS-OTROS,2.283962,6,0.022374,BUENAVENTURA-CITRONELA,,3.877498,-76.969294,15,BUENAVENTURA,VALLE DEL CAUCA,76109,2024-08-09,2024,8,9,August
,INVIAS-OTROS,3.822062,7,0.000132,BUENAVENTURA-CITRONELA,,3.870116,-76.980122,12,BUENAVENTURA,VALLE DEL CAUCA,76109,2023-11-30,2023,11,30,November
,INVIAS-OTROS,4.027295,18,5.6e-05,BUENAVENTURA-CITRONELA,,3.867071,-76.989767,12,BUENAVENTURA,VALLE DEL CAUCA,76109,2022-04-23,2022,4,23,April
,INVIAS-OTROS,2.113062,11,0.034595,LOBOGUERRERO - BUGA,,3.892281,-76.330593,117,BUGA,VALLE DEL CAUCA,76111,2022-01-02,2022,1,2,January
,INVIAS-OTROS,4.771095,19,2e-06,AGUACHICA  - SAN ROQUE,,8.317272,-73.59724,67,AGUACHICA,CESAR,20011,2023-10-04,2023,10,4,October
,INVIAS-OTROS,4.475148,18,8e-06,AGUACHICA  - SAN ROQUE,,8.615513,-73.635588,1,LA GLORIA,CESAR,20383,2022-08-08,2022,8,8,August
,INVIAS-OTROS,3.291359,14,0.000997,AGUACHICA  - SAN ROQUE,,8.678751,-73.655793,9,PELAYA,CESAR,20550,2024-05-04,2024,5,4,May
3G012,ANI,2.403517,11,0.016238,CARMEN DE BOLÍVAR-BOSCONIA,Ruta del Sol 3,9.955669,-73.917679,22,BOSCONIA,CESAR,20060,2023-01-20,2023,1,20,January
3G012,ANI,3.883253,16,0.000103,BOSCONIA - CIENAGA,Ruta del Sol 3,9.93861,-73.862205,84,BOSCONIA,CESAR,20060,2024-12-12,2024,12,12,December
3G012,ANI,1.811623,9,0.070044,SAN ROQUE - BOSCONIA,Ruta del Sol 3,9.607065,-73.612902,38,EL PASO,CESAR,20250,2023-12-31,2023,12,31,December
3G012,ANI,2.10757,10,0.035068,SAN ROQUE - BOSCONIA,Ruta del Sol 3,9.319363,-73.516691,4,CURUMANÍ,CESAR,20228,2022-09-04,2022,9,4,September
,INVIAS-OTROS,1.811623,9,0.070044,AGUACHICA  - SAN ROQUE,,9.212012,-73.526195,79,CURUMANÍ,CESAR,20228,2024-04-15,2024,4,15,April
,INVIAS-OTROS,2.10757,10,0.035068,AGUACHICA  - SAN ROQUE,,8.988073,-73.629476,45,PAILITAS,CESAR,20517,2022-07-22,2022,7,22,July
,INVIAS-OTROS,5.954884,23,0.0,AGUACHICA  - SAN ROQUE,,8.91766,-73.642138,37,PAILITAS,CESAR,20517,2022-05-03,2022,5,3,May
,INVIAS-OTROS,1.848127,7,0.064584,YUMBO - YOTOCO - BUGA,,3.597351,-76.483492,14,YUMBO,VALLE DEL CAUCA,76892,2023-02-05,2023,2,5,February
,INVIAS-OTROS,3.655345,5,0.000257,YUMBO - YOTOCO - BUGA,,3.591317,-76.483483,13,YUMBO,VALLE DEL CAUCA,76892,2024-02-06,2024,2,6,February
,INVIAS-OTROS,4.449778,10,9e-06,YUMBO - YOTOCO - BUGA,,3.585137,-76.484617,13,YUMBO,VALLE DEL CAUCA,76892,2022-10-21,2022,10,21,October
,INVIAS-OTROS,4.582184,18,5e-06,YUMBO - YOTOCO - BUGA,,3.577806,-76.486178,11,YUMBO,VALLE DEL CAUCA,76892,2022-10-07,2022,10,7,October
,INVIAS-OTROS,4.317373,8,1.6e-05,YUMBO - YOTOCO - BUGA,,3.5689,-76.485162,10,YUMBO,VALLE DEL CAUCA,76892,2024-06-02,2024,6,2,June
,INVIAS-OTROS,3.714522,8,0.000204,YUMBO - YOTOCO - BUGA,,3.563146,-76.489157,8,YUMBO,VALLE DEL CAUCA,76892,2022-07-17,2022,7,17,July
,INVIAS-OTROS,1.996146,3,0.045918,YUMBO - YOTOCO - BUGA,,3.559836,-76.492298,8,YUMBO,VALLE DEL CAUCA,76892,2024-09-08,2024,9,8,September
4G017,ANI,4.334761,19,1.5e-05,NEIVA-GIRARDOT,IP  –  Neiva – Espinal - Girardot,4.150533,-74.888622,3,ESPINAL,TOLIMA,73268,2024-01-22,2024,1,22,January
,INVIAS-OTROS,1.811623,9,0.070044,SAN ROQUE-LA PAZ,,9.326617,-73.488783,6,CURUMANÍ,CESAR,20228,2022-05-24,2022,5,24,May
,INVIAS-OTROS,4.771095,19,2e-06,SAN ROQUE-LA PAZ,,10.289912,-73.206808,128,SAN DIEGO,CESAR,20750,2023-09-01,2023,9,1,September
,CIUDAD,2.699465,12,0.006945,NAN,,10.46437,-73.253769,sd,VALLEDUPAR,CESAR,20001,2022-07-06,2022,7,6,July
,INVIAS-OTROS,2.10757,10,0.035068,LA PAZ - MAICAO,,10.890788,-72.842541,6,FONSECA,LA GUAJIRA,44279,2023-04-09,2023,4,9,April
1G003,ANI,5.954884,23,0.0,SANTA MARTA-MAICAO-PARAGUACHÓN,Santa Marta - Paraguachón,11.371088,-72.191169,81,MAICAO,LA GUAJIRA,44430,2023-10-22,2023,10,22,October
1G003,ANI,2.403517,11,0.016238,SANTA MARTA-MAICAO-PARAGUACHÓN,Santa Marta - Paraguachón,11.506861,-72.76381,15,MANAURE,LA GUAJIRA,44560,2024-02-03,2024,2,3,February
1G003,ANI,4.179201,17,2.9e-05,SANTA MARTA-MAICAO-PARAGUACHÓN,Santa Marta - Paraguachón,11.519362,-72.954554,88,RIOHACHA,LA GUAJIRA,44001,2024-08-12,2024,8,12,August
1G003,ANI,2.10757,10,0.035068,SANTA MARTA-MAICAO-PARAGUACHÓN,Santa Marta - Paraguachón,11.258772,-73.160237,50,DIBULLA,LA GUAJIRA,44090,2023-02-07,2023,2,7,February
1G003,ANI,2.403517,11,0.016238,SANTA MARTA-MAICAO-PARAGUACHÓN,Santa Marta - Paraguachón,11.229646,-73.224032,42,DIBULLA,LA GUAJIRA,44090,2022-05-27,2022,5,27,May
1G003,ANI,1.811623,9,0.070044,SANTA MARTA-MAICAO-PARAGUACHÓN,Santa Marta - Paraguachón,11.248769,-73.779344,48,SANTA MARTA,MAGDALENA,47001,2024-05-13,2024,5,13,May
1G003,ANI,2.699465,12,0.006945,SANTA MARTA-MAICAO-PARAGUACHÓN,Santa Marta - Paraguachón,11.276734,-74.039509,16,SANTA MARTA,MAGDALENA,47001,2023-05-04,2023,5,4,May
,DEPTO,6.842725,26,0.0,CIENAGA - BARRANQUILLA,,11.00709,-74.237504,62,CIÉNAGA,MAGDALENA,47189,2024-07-17,2024,7,17,July
3G012,ANI,3.883253,16,0.000103,BOSCONIA - CIENAGA,Ruta del Sol 3,10.982643,-74.194628,96,CIÉNAGA,MAGDALENA,47189,2023-07-05,2023,7,5,July
,DEPTO,2.403517,11,0.016238,CIENAGA - BARRANQUILLA,,10.993441,-74.28516,56,PUEBLOVIEJO,MAGDALENA,47570,2022-12-04,2022,12,4,December
3G012,ANI,2.10757,10,0.035068,BOSCONIA - CIENAGA,Ruta del Sol 3,10.893418,-74.15375,86,ZONA BANANERA,MAGDALENA,47980,2024-05-21,2024,5,21,May
3G012,ANI,2.699465,12,0.006945,BOSCONIA - CIENAGA,Ruta del Sol 3,10.654616,-74.162503,54,ZONA BANANERA,MAGDALENA,47980,2023-10-03,2023,10,3,October
3G012,ANI,1.811623,9,0.070044,BOSCONIA - CIENAGA,Ruta del Sol 3,10.027275,-73.911137,5,BOSCONIA,CESAR,20060,2023-04-18,2023,4,18,April
,DEPTO,2.10757,10,0.035068,CIENAGA - BARRANQUILLA,,10.974471,-74.342166,50,PUEBLOVIEJO,MAGDALENA,47570,2022-05-31,2022,5,31,May
,DEPTO,2.403517,11,0.016238,CIENAGA - BARRANQUILLA,,11.00656,-74.671399,12,SITIONUEVO,MAGDALENA,47745,2022-09-20,2022,9,20,September
3G008,ANI,9.50625,35,0.0,BARRANQUILLA - MALAMBO - PALMAR DE VARELA,Ruta Caribe,10.920684,-74.775729,78,SOLEDAD,ATLÁNTICO,8758,2022-05-24,2022,5,24,May
4G005,ANI,1.811623,9,0.070044,BARRANQUILLA - CARTAGENA,Cartagena – Barranquilla – “Circunvalar de la Prosperidad”,11.013682,-74.880656,104,PUERTO COLOMBIA,ATLÁNTICO,8573,2022-12-12,2022,12,12,December
4G005,ANI,1.811623,9,0.070044,BARRANQUILLA - CARTAGENA,Cartagena – Barranquilla – “Circunvalar de la Prosperidad”,10.543179,-75.460686,12,CARTAGENA DE INDIAS,BOLÍVAR,13001,2023-09-16,2023,9,16,September
3G008,ANI,2.796662,10,0.005163,SINCERIN - ARJONA - TURBACO - CARTAGENA,Ruta Caribe,10.338313,-75.418314,92,TURBACO,BOLÍVAR,13836,2024-10-13,2024,10,13,October
3G008,ANI,2.980858,10,0.002874,SINCERIN - ARJONA - TURBACO - CARTAGENA,Ruta Caribe,10.332981,-75.410213,92,TURBACO,BOLÍVAR,13836,2024-05-30,2024,5,30,May
3G008,ANI,2.10757,10,0.035068,CARTAGENA-BARRANQUILLA (CORDIALIDAD),Ruta Caribe,10.596021,-75.294129,29,SANTA CATALINA,BOLÍVAR,13673,2022-01-02,2022,1,2,January
,INVIAS-OTROS,5.872861,4,0.0,NAN,,10.863689,-74.778801,72,MALAMBO,ATLÁNTICO,8433,2024-06-15,2024,6,15,June
3G008,ANI,6.538746,33,0.0,BARRANQUILLA - MALAMBO - PALMAR DE VARELA,Ruta Caribe,10.852572,-74.77184,71,MALAMBO,ATLÁNTICO,8433,2022-09-11,2022,9,11,September
3G008,ANI,3.291359,14,0.000997,BARRANQUILLA - MALAMBO - PALMAR DE VARELA,Ruta Caribe,10.771084,-74.75912,62,SANTO TOMÁS,ATLÁNTICO,8685,2023-03-29,2023,3,29,March
3G008,ANI,2.699465,12,0.006945,BARRANQUILLA - MALAMBO - PALMAR DE VARELA,Ruta Caribe,10.748465,-74.757868,58,SANTO TOMÁS,ATLÁNTICO,8685,2024-11-26,2024,11,26,November
4G018,ANI,2.403517,11,0.016238,CARRETO - BARRANQUILLA,Puerta de Hierro – Palmar de Varela y Carreto – Cruz del Viso,10.646053,-74.760489,46,PONEDERA,ATLÁNTICO,8560,2024-10-11,2024,10,11,October
4G018,ANI,2.10757,10,0.035068,CARRETO - BARRANQUILLA,Puerta de Hierro – Palmar de Varela y Carreto – Cruz del Viso,10.571941,-74.791658,38,PONEDERA,ATLÁNTICO,8560,2022-01-09,2022,1,9,January
3G008,ANI,2.403517,11,0.016238,CARRETO-CARTAGENA,Ruta Caribe,10.136478,-75.25549,60,MAHATES,BOLÍVAR,13433,2024-03-26,2024,3,26,March
3G008,ANI,2.403517,11,0.016238,SINCERIN - ARJONA - TURBACO - CARTAGENA,Ruta Caribe,10.250748,-75.34756,78,ARJONA,BOLÍVAR,13052,2022-07-27,2022,7,27,July
,INVIAS-OTROS,2.403517,11,0.016238,NAN,,9.380651,-75.682601,3,COVEÑAS,SUCRE,70221,2023-02-08,2023,2,8,February
4G016,ANI,2.10757,10,0.035068,SAN PELAYO-LORICA,IP – Antioquia – Bolívar,9.030229,-75.827469,25,COTORRA,CÓRDOBA,23300,2022-06-01,2022,6,1,June
4G016,ANI,11.873827,43,0.0,CERETÉ - SAN PELAYO,IP – Antioquia – Bolívar,8.920309,-75.812669,13,CERETÉ,CÓRDOBA,23162,2022-02-23,2022,2,23,February
4G016,ANI,1.93442,1,0.053062,ARBOLETES-MONTERÍA,IP – Antioquia – Bolívar,8.781073,-75.894108,60,MONTERÍA,CÓRDOBA,23001,2023-09-20,2023,9,20,September
4G026,ANI,2.403517,11,0.016238,CHIGORODÓ-TURBO,Autopistas al Mar 2,8.076931,-76.673802,6,TURBO,ANTIOQUIA,5837,2023-08-10,2023,8,10,August
4G026,ANI,8.026514,30,0.0,CHIGORODÓ-TURBO,Autopistas al Mar 2,8.005361,-76.640697,16,TURBO,ANTIOQUIA,5837,2022-04-14,2022,4,14,April
4G026,ANI,6.250831,24,0.0,CHIGORODÓ-TURBO,Autopistas al Mar 2,7.873917,-76.635127,30,APARTADÓ,ANTIOQUIA,5045,2022-09-11,2022,9,11,September
4G026,ANI,5.067042,20,0.0,CHIGORODÓ-TURBO,Autopistas al Mar 2,7.795214,-76.653741,40,APARTADÓ,ANTIOQUIA,5045,2023-05-25,2023,5,25,May
4G026,ANI,6.250831,24,0.0,CHIGORODÓ-TURBO,Autopistas al Mar 2,7.724083,-76.667336,48,CAREPA,ANTIOQUIA,5147,2022-04-09,2022,4,9,April
4G026,ANI,2.352995,3,0.018623,CHIGORODÓ-TURBO,Autopistas al Mar 2,7.676232,-76.678499,53,CHIGORODÓ,ANTIOQUIA,5172,2022-06-02,2022,6,2,June
4G026,ANI,2.352995,14,0.018623,SANTAFÉ DE ANTIOQUÍA - CHIGORODÓ,Autopistas al Mar 2,7.666802,-76.677201,0,CHIGORODÓ,ANTIOQUIA,5172,2024-07-02,2024,7,2,July
4G026,ANI,3.883253,16,0.000103,SANTAFÉ DE ANTIOQUÍA - CHIGORODÓ,Autopistas al Mar 2,7.619732,-76.649909,6,CHIGORODÓ,ANTIOQUIA,5172,2024-05-27,2024,5,27,May
,INVIAS-OTROS,1.811623,9,0.070044,LORICA - CHINÚ,,9.236171,-75.64841,19,MOMIL,CÓRDOBA,23464,2022-12-04,2022,12,4,December
3G006,ANI,1.942162,4,0.052117,PLANETA RICA - SINCELEJO,Córdoba – Sucre,8.957414,-75.453161,72,SAHAGÚN,CÓRDOBA,23660,2024-04-01,2024,4,1,April
3G006,ANI,1.811623,9,0.070044,MONTERÍA-LA YE,Córdoba – Sucre,8.879113,-75.662968,14,CIÉNAGA DE ORO,CÓRDOBA,23189,2024-08-14,2024,8,14,August
3G006,ANI,3.883253,16,0.000103,MONTERÍA-LA YE,Córdoba – Sucre,8.885013,-75.720018,8,CIÉNAGA DE ORO,CÓRDOBA,23189,2022-06-10,2022,6,10,June
3G006,ANI,2.143707,6,0.032056,MONTERÍA-LA YE,Córdoba – Sucre,8.887841,-75.752688,4,CERETÉ,CÓRDOBA,23162,2024-03-11,2024,3,11,March
3G006,ANI,2.995412,13,0.002741,MONTERÍA-LA YE,Córdoba – Sucre,8.831702,-75.834453,sd,MONTERÍA,CÓRDOBA,23001,2023-02-02,2023,2,2,February
4G016,ANI,1.93442,1,0.053062,ARBOLETES-MONTERÍA,IP – Antioquia – Bolívar,8.753386,-75.895939,63,MONTERÍA,CÓRDOBA,23001,2024-03-26,2024,3,26,March
4G016,ANI,7.730567,29,0.0,PLANETA RICA - MONTERÍA,IP – Antioquia – Bolívar,8.694844,-75.818022,41,MONTERÍA,CÓRDOBA,23001,2023-02-05,2023,2,5,February
4G016,ANI,3.587306,15,0.000334,PLANETA RICA - MONTERÍA,IP – Antioquia – Bolívar,8.601799,-75.737804,29,MONTERÍA,CÓRDOBA,23001,2023-10-02,2023,10,2,October
3G006,ANI,8.026514,30,0.0,PLANETA RICA - SINCELEJO,Córdoba – Sucre,9.29113,-75.389608,sd,SINCELEJO,SUCRE,70001,2024-11-22,2024,11,22,November
3G006,ANI,1.996146,5,0.045918,SINCELEJO - TOLUVIEJO,Córdoba – Sucre,9.290947,-75.411936,sd,SINCELEJO,SUCRE,70001,2023-11-19,2023,11,19,November
3G006,ANI,1.942162,11,0.052117,SINCELEJO - TOLUVIEJO,Córdoba – Sucre,9.302744,-75.4129,sd,SINCELEJO,SUCRE,70001,2023-04-05,2023,4,5,April
,INVIAS-OTROS,4.475148,18,8e-06,PUERTA DEL HIERRO-MAGANGUÉ,,9.253232,-74.768052,62,MAGANGUÉ,BOLÍVAR,13430,2024-08-12,2024,8,12,August
4G016,ANI,3.883253,16,0.000103,CAUCASIA-PLANETA RICA,IP – Antioquia – Bolívar,8.361346,-75.56274,59,PLANETA RICA,CÓRDOBA,23555,2023-04-15,2023,4,15,April
,DEPTO,3.920156,7,8.8e-05,NAN,,7.079411,-73.16713,9,GIRÓN,SANTANDER,68307,2024-11-11,2024,11,11,November
,DEPTO,3.138462,17,0.001698,NAN,,7.092439,-73.167864,12,GIRÓN,SANTANDER,68307,2024-01-20,2024,1,20,January
,DEPTO,2.625762,3,0.008646,NAN,,7.105292,-73.1642,12,BUCARAMANGA,SANTANDER,68001,2022-02-07,2022,2,7,February
,INVIAS-OTROS,2.699465,12,0.006945,NAN,,6.935449,-71.860429,126,SARAVENA,ARAUCA,81736,2022-08-18,2022,8,18,August
,INVIAS-OTROS,3.291359,14,0.000997,NAN,,6.792454,-71.762877,102,FORTUL,ARAUCA,81300,2023-07-17,2023,7,17,July
,INVIAS-OTROS,3.822062,11,0.000132,YOPAL - TAME,,6.464472,-71.724108,58,TAME,ARAUCA,81794,2023-03-14,2023,3,14,March
,INVIAS-OTROS,3.138462,15,0.001698,TAME - SAN LOPE,,6.461702,-71.73376,58,TAME,ARAUCA,81794,2022-01-27,2022,1,27,January
3G010,ANI,2.995412,13,0.002741,GUADUAS-PUERTO SALGAR,Ruta del Sol 1,5.162565,-74.589129,sd,GUADUAS,CUNDINAMARCA,25320,2022-08-14,2022,8,14,August
,INVIAS-OTROS,2.884258,11,0.003923,VITERBO-ANSERMANUEVO,,4.752233,-75.926535,12,CARTAGO,VALLE DEL CAUCA,76147,2024-03-08,2024,3,8,March
4G017,ANI,4.334761,4,1.5e-05,NEIVA-GIRARDOT,IP  –  Neiva – Espinal - Girardot,4.159177,-74.878766,37,ESPINAL,TOLIMA,73268,2022-10-11,2022,10,11,October
3G009,ANI,4.179201,17,2.9e-05,NAN,Girardot – Ibagué – Cajamarca,4.180779,-74.941403,29,ESPINAL,TOLIMA,73268,2024-05-28,2024,5,28,May
4G017,ANI,4.334761,11,1.5e-05,NAN,IP  –  Neiva – Espinal - Girardot,4.166115,-74.893365,35,ESPINAL,TOLIMA,73268,2024-08-17,2024,8,17,August
4G017,ANI,3.587306,15,0.000334,NEIVA-GIRARDOT,IP  –  Neiva – Espinal - Girardot,3.728237,-75.078416,97,COYAIMA,TOLIMA,73217,2023-03-29,2023,3,29,March
,INVIAS-OTROS,1.725132,11,0.084504,CAMPOALEGRE-NEIVA,,2.900041,-75.280243,sd,NEIVA,HUILA,41001,2024-10-16,2024,10,16,October
4G022,ANI,2.699465,12,0.006945,CAMPOALEGRE-NEIVA,Santana - Mocoa - Neiva,2.773851,-75.304487,98,RIVERA,HUILA,41615,2024-03-26,2024,3,26,March
4G022,ANI,4.179201,17,2.9e-05,CAMPOALEGRE-NEIVA,Santana - Mocoa - Neiva,2.823454,-75.293748,102,RIVERA,HUILA,41615,2023-10-21,2023,10,21,October
,INVIAS-OTROS,8.914356,33,0.0,CALI - JAMUNDÍ - LA PRIMAVERA,,3.334052,-76.523275,114,CALI,VALLE DEL CAUCA,76001,2023-07-01,2023,7,1,July
,INVIAS-OTROS,4.236583,10,2.3e-05,CALI - JAMUNDÍ - LA PRIMAVERA,,3.292549,-76.524099,109,CALI,VALLE DEL CAUCA,76001,2024-12-08,2024,12,8,December
,INVIAS-OTROS,5.872861,16,0.0,CALI - JAMUNDÍ - LA PRIMAVERA,,3.277813,-76.530515,107,JAMUNDÍ,VALLE DEL CAUCA,76364,2022-01-17,2022,1,17,January
,INVIAS-OTROS,5.701596,17,0.0,CALI - JAMUNDÍ - LA PRIMAVERA,,3.263976,-76.532714,106,JAMUNDÍ,VALLE DEL CAUCA,76364,2022-06-07,2022,6,7,June
,INVIAS-OTROS,5.658936,22,0.0,CALI - JAMUNDÍ - LA PRIMAVERA,,3.241905,-76.520027,103,JAMUNDÍ,VALLE DEL CAUCA,76364,2023-04-22,2023,4,22,April
,INVIAS-OTROS,2.699465,12,0.006945,SANTANDER DE QUILICHAO-CANDELARIA,,3.125511,-76.465252,87,VILLA RICA,CAUCA,19845,2024-12-05,2024,12,5,December
,INVIAS-OTROS,3.883253,16,0.000103,SANTANDER DE QUILICHAO-CANDELARIA,,3.202309,-76.437167,6,CALOTO,CAUCA,19142,2023-06-02,2023,6,2,June
4G021,ANI,1.725132,9,0.084504,POPAYÁN-SANTANDER DE QUILICHAO,Popayán – Santander de Quilichao,2.979634,-76.512275,69,SANTANDER DE QUILICHAO,CAUCA,19698,2022-04-09,2022,4,9,April
4G021,ANI,1.771262,5,0.076517,POPAYÁN-SANTANDER DE QUILICHAO,Popayán – Santander de Quilichao,2.96747,-76.523872,67,SANTANDER DE QUILICHAO,CAUCA,19698,2024-11-26,2024,11,26,November
4G021,ANI,1.771262,4,0.076517,POPAYÁN-SANTANDER DE QUILICHAO,Popayán – Santander de Quilichao,2.929906,-76.533393,61,SANTANDER DE QUILICHAO,CAUCA,19698,2022-10-07,2022,10,7,October
4G021,ANI,2.967562,4,0.003002,POPAYÁN-SANTANDER DE QUILICHAO,Popayán – Santander de Quilichao,2.905431,-76.548111,57,SANTANDER DE QUILICHAO,CAUCA,19698,2023-05-12,2023,5,12,May
4G021,ANI,2.143707,12,0.032056,POPAYÁN-SANTANDER DE QUILICHAO,Popayán – Santander de Quilichao,2.891072,-76.549033,55,SANTANDER DE QUILICHAO,CAUCA,19698,2022-10-29,2022,10,29,October
4G021,ANI,2.113062,3,0.034595,POPAYÁN-SANTANDER DE QUILICHAO,Popayán – Santander de Quilichao,2.856049,-76.547731,51,CALDONO,CAUCA,19137,2022-06-30,2022,6,30,June
4G021,ANI,1.771262,10,0.076517,POPAYÁN-SANTANDER DE QUILICHAO,Popayán – Santander de Quilichao,2.84217,-76.543632,49,CALDONO,CAUCA,19137,2023-08-30,2023,8,30,August
4G021,ANI,2.113062,6,0.034595,POPAYÁN-SANTANDER DE QUILICHAO,Popayán – Santander de Quilichao,2.827031,-76.53812,47,CALDONO,CAUCA,19137,2023-12-01,2023,12,1,December
4G021,ANI,1.848127,4,0.064584,POPAYÁN-SANTANDER DE QUILICHAO,Popayán – Santander de Quilichao,2.619268,-76.517618,19,CAJIBÍO,CAUCA,19130,2024-09-19,2024,9,19,September
4G021,ANI,2.113062,8,0.034595,POPAYÁN-SANTANDER DE QUILICHAO,Popayán – Santander de Quilichao,2.612005,-76.521688,19,CAJIBÍO,CAUCA,19130,2022-07-10,2022,7,10,July
4G021,ANI,2.454862,9,0.014094,POPAYÁN-SANTANDER DE QUILICHAO,Popayán – Santander de Quilichao,2.6019,-76.527638,17,CAJIBÍO,CAUCA,19130,2022-09-10,2022,9,10,September
4G021,ANI,1.771262,6,0.076517,POPAYÁN-SANTANDER DE QUILICHAO,Popayán – Santander de Quilichao,2.589271,-76.533741,15,CAJIBÍO,CAUCA,19130,2024-09-07,2024,9,7,September
,INVIAS-OTROS,1.88596,7,0.0593,NAN,,2.450318,-76.627068,3,POPAYÁN,CAUCA,19001,2024-07-16,2024,7,16,July
,INVIAS-OTROS,1.659538,7,0.097007,PASTO-POPAYÁN,,2.456928,-76.638843,58,POPAYÁN,CAUCA,19001,2022-05-08,2022,5,8,May
,INVIAS-OTROS,2.022182,6,0.043158,PASTO-POPAYÁN,,2.442898,-76.631766,2,POPAYÁN,CAUCA,19001,2022-01-18,2022,1,18,January
,INVIAS-OTROS,1.942162,4,0.052117,PASTO-POPAYÁN,,2.109391,-76.989407,41,PATÍA (EL BORDO),CAUCA,19532,2023-07-20,2023,7,20,July
,INVIAS-OTROS,2.699465,12,0.006945,PASTO-POPAYÁN,,1.409443,-77.285404,34,CHACHAGUÍ,NARIÑO,52240,2023-07-24,2023,7,24,July
,INVIAS-OTROS,2.884258,21,0.003923,PASTO - LA UNIÓN - MERCADERES,,1.233546,-77.288157,6,PASTO,NARIÑO,52001,2023-11-17,2023,11,17,November
,INVIAS-OTROS,3.480262,6,0.000501,PASTO - SANDONA - YACUANQUER,,1.228488,-77.290755,91,PASTO,NARIÑO,52001,2023-09-18,2023,9,18,September
,INVIAS-OTROS,2.33129,2,0.019738,PASTO - SANDONA - YACUANQUER,,1.235623,-77.300487,6,PASTO,NARIÑO,52001,2024-05-03,2024,5,3,May
,INVIAS-OTROS,2.77157,12,0.005579,NAN,,3.547273,-76.294634,23,PALMIRA,VALLE DEL CAUCA,76520,2024-08-19,2024,8,19,August
,INVIAS-OTROS,2.143707,13,0.032056,PALMIRA - EL PALO,,3.178586,-76.257139,38,CORINTO,CAUCA,19212,2022-06-04,2022,6,4,June
,INVIAS-OTROS,1.811623,9,0.070044,PALMIRA - EL PALO,,3.295063,-76.229263,52,FLORIDA,VALLE DEL CAUCA,76275,2023-05-05,2023,5,5,May
,INVIAS-OTROS,2.352995,1,0.018623,PALMIRA - EL PALO,,3.403672,-76.238295,68,PRADERA,VALLE DEL CAUCA,76563,2024-02-24,2024,2,24,February
,INVIAS-OTROS,2.352995,16,0.018623,PALMIRA - EL PALO,,3.418195,-76.242316,70,PRADERA,VALLE DEL CAUCA,76563,2022-09-03,2022,9,3,September
,INVIAS-OTROS,2.699465,12,0.006945,PALMIRA - EL PALO,,3.454401,-76.242808,74,PRADERA,VALLE DEL CAUCA,76563,2024-11-28,2024,11,28,November
,INVIAS-OTROS,4.163861,4,3.1e-05,CANDELARIA-BUGA,,3.421848,-76.350184,37,CANDELARIA,VALLE DEL CAUCA,76130,2024-01-29,2024,1,29,January
,INVIAS-OTROS,5.073733,26,0.0,SANTANDER DE QUILICHAO-CANDELARIA,,3.405531,-76.35194,35,CANDELARIA,VALLE DEL CAUCA,76130,2023-06-22,2023,6,22,June
,INVIAS-OTROS,1.811623,9,0.070044,SANTANDER DE QUILICHAO-CANDELARIA,,3.387203,-76.352804,33,CANDELARIA,VALLE DEL CAUCA,76130,2024-07-09,2024,7,9,July
,INVIAS-OTROS,2.699465,12,0.006945,EL CERRITO - OBANDO - CALI,,3.57099,-76.408845,sd,PALMIRA,VALLE DEL CAUCA,76520,2023-02-12,2023,2,12,February
,INVIAS-OTROS,2.77157,7,0.005579,NAN,,3.563894,-76.290876,26,PALMIRA,VALLE DEL CAUCA,76520,2023-06-09,2023,6,9,June
,INVIAS-OTROS,3.291359,14,0.000997,NAN,,3.580975,-76.281778,27,PALMIRA,VALLE DEL CAUCA,76520,2024-04-07,2024,4,7,April
,INVIAS-OTROS,2.699465,12,0.006945,GRANADA - VILLAVICENCIO,,4.102055,-73.658598,72,VILLAVICENCIO,META,50001,2024-06-21,2024,6,21,June
